blueteamwin,bluecreepsPerMin,bluegoldPerMinDeltas,bluexpPerMin,bluecsDiffPerMin,bluexpDiffPerMin,redteamwin,redcreepsPerMin,redgoldPerMin,redxpPerMin,redcsDiffPerMin,redxpDiffPerMin
1.00,0.10,199.90,253.80,0.10,23.70,0.00,6.90,259.90,440.70,-0.80,-16.30
1.00,0.10,270.50,348.70,0.00,97.30,0.00,0.10,279.20,251.40,0.00,-97.30
1.00,1.40,290.20,275.10,0.70,30.25,0.00,5.80,382.20,442.60,1.00,35.30
1.00,8.20,310.30,504.00,0.20,1.70,0.00,1.50,177.50,276.50,-0.70,-30.25
1.00,7.90,368.30,376.90,0.70,30.25,0.00,6.40,277.20,315.00,-0.70,-30.25
1.00,4.80,355.50,407.30,-1.00,-35.30,0.00,8.00,464.10,502.30,-0.20,-1.70
1.00,7.60,382.40,332.10,-0.15,36.55,0.00,1.50,168.00,285.00,0.15,-36.55
1.00,0.70,373.40,411.50,0.70,139.50,0.00,0.00,225.20,272.00,-0.70,-139.50
1.00,8.20,301.30,511.60,0.70,77.40,0.00,7.50,258.10,434.20,-0.70,-77.40
1.00,6.80,354.00,484.30,-0.70,-2.60,0.00,7.50,302.70,486.90,0.70,2.60
1.00,1.20,219.00,310.30,-0.15,36.55,0.00,7.60,294.20,284.30,0.15,-36.55
1.00,8.20,372.70,493.10,1.48,45.62,0.00,6.40,261.00,365.90,-1.48,-45.62
1.00,0.30,340.20,341.10,1.48,45.62,0.00,6.30,234.50,300.10,-1.48,-45.62
1.00,1.20,207.60,260.90,1.48,45.62,0.00,1.20,147.60,238.60,-1.48,-45.62
1.00,9.30,377.40,369.00,1.48,45.62,0.00,0.90,280.60,397.90,-1.48,-45.62
1.00,8.70,300.40,459.00,1.48,45.62,0.00,5.50,242.10,392.50,-1.48,-45.62
1.00,7.00,261.80,440.00,0.18,38.04,0.00,0.30,279.60,292.00,-0.18,-38.04
1.00,0.20,267.20,299.20,0.18,38.04,0.00,0.30,176.40,171.50,-0.18,-38.04
1.00,6.70,381.00,276.30,0.18,38.04,0.00,5.70,308.20,276.90,-0.18,-38.04
1.00,5.80,362.10,421.20,0.18,38.04,0.00,7.20,266.00,400.60,-0.18,-38.04
1.00,0.60,321.70,274.40,0.18,38.04,0.00,5.90,227.60,379.90,-0.18,-38.04
0.00,1.30,187.20,260.10,-0.44,-81.64,1.00,6.50,291.60,302.70,0.44,81.64
0.00,8.00,256.80,443.80,-0.44,-81.64,1.00,7.70,273.10,452.20,0.44,81.64
0.00,6.00,257.30,428.70,-0.44,-81.64,1.00,0.70,390.00,508.20,0.44,81.64
0.00,1.10,266.40,302.50,-0.44,-81.64,1.00,9.70,488.40,565.10,0.44,81.64
0.00,7.50,356.00,306.20,-0.44,-81.64,1.00,1.50,209.40,321.30,0.44,81.64
0.00,8.20,266.30,323.60,0.56,15.32,1.00,5.60,248.80,378.40,-0.56,-15.32
0.00,0.60,300.40,352.90,0.56,15.32,1.00,7.00,269.90,427.80,-0.56,-15.32
0.00,6.80,292.40,479.00,0.56,15.32,1.00,1.10,342.70,355.80,-0.56,-15.32
0.00,1.50,155.40,258.80,0.56,15.32,1.00,7.50,292.30,332.50,-0.56,-15.32
0.00,8.40,328.50,447.10,0.56,15.32,1.00,1.50,209.90,290.30,-0.56,-15.32
0.00,8.00,382.60,431.80,1.20,-25.80,1.00,7.10,363.80,284.60,0.00,0.00
0.00,7.50,288.20,422.40,0.00,0.00,1.00,8.10,304.20,527.30,0.00,0.00
0.00,6.70,277.20,267.80,0.00,0.00,1.00,6.80,365.00,457.60,-1.20,25.80
0.00,0.90,296.90,278.40,0.00,0.00,1.00,0.30,316.90,394.20,0.00,0.00
0.00,1.30,165.50,226.80,0.00,0.00,1.00,1.50,226.20,291.90,0.00,0.00
0.00,6.00,217.10,368.70,-1.42,-54.80,1.00,7.60,387.70,349.80,1.42,54.80
0.00,6.40,320.40,421.60,-1.42,-54.80,1.00,1.60,334.60,348.90,1.42,54.80
0.00,3.30,181.50,270.60,-1.42,-54.80,1.00,5.40,285.40,362.80,1.42,54.80
0.00,1.50,217.30,253.40,-1.42,-54.80,1.00,1.10,242.20,257.90,1.42,54.80
0.00,0.90,293.20,340.90,-1.42,-54.80,1.00,9.50,448.40,609.80,1.42,54.80
0.00,7.30,238.50,421.90,-1.18,-55.36,1.00,0.30,334.10,349.70,1.18,55.36
0.00,7.40,247.80,337.60,-1.18,-55.36,1.00,9.30,332.70,364.60,1.18,55.36
0.00,5.90,264.70,436.80,-1.18,-55.36,1.00,9.20,320.80,468.70,1.18,55.36
0.00,0.70,195.30,221.80,-1.18,-55.36,1.00,1.20,175.40,276.10,1.18,55.36
0.00,0.60,232.90,282.20,-1.18,-55.36,1.00,7.80,287.80,518.00,1.18,55.36
1.00,8.50,326.30,332.10,0.90,27.00,0.00,1.50,173.50,248.10,-0.90,-27.00
1.00,1.40,194.90,301.00,0.90,27.00,0.00,0.70,329.60,347.70,0.20,-26.40
1.00,6.30,260.00,441.00,-0.90,37.60,0.00,7.10,331.30,437.30,0.80,-4.70
1.00,0.50,284.70,374.10,-0.20,26.40,0.00,7.20,244.00,403.40,0.90,-37.60
1.00,6.30,316.50,442.00,-0.80,4.70,0.00,6.60,263.70,331.00,-0.90,-27.00
0.00,8.10,352.90,441.10,0.16,-28.54,1.00,1.30,172.50,262.40,-0.16,28.54
0.00,0.50,307.30,383.00,0.16,-28.54,1.00,8.50,317.10,331.30,-0.16,28.54
0.00,6.70,266.70,387.90,0.16,-28.54,1.00,0.40,352.80,368.90,-0.16,28.54
0.00,1.50,157.10,286.90,0.16,-28.54,1.00,5.60,411.60,497.50,-0.16,28.54
0.00,6.90,238.40,264.10,0.16,-28.54,1.00,7.10,310.60,445.60,-0.16,28.54
0.00,8.70,325.90,354.40,1.05,26.90,1.00,1.10,163.10,254.50,-1.05,-26.90
0.00,1.40,210.10,270.70,1.05,26.90,1.00,0.70,324.90,408.20,0.40,91.30
0.00,0.30,249.80,316.90,-0.40,-91.30,1.00,6.40,339.30,449.20,0.00,0.00
0.00,7.70,295.40,453.80,0.00,0.00,1.00,5.60,229.30,365.50,0.00,0.00
0.00,6.80,303.80,414.00,0.00,0.00,1.00,6.90,238.20,316.80,-1.05,-26.90
1.00,0.70,294.40,395.60,0.40,-0.90,0.00,8.90,398.80,487.00,2.40,124.60
1.00,7.90,273.40,412.20,-0.40,-71.90,0.00,0.30,337.90,396.50,-0.40,0.90
1.00,6.50,229.30,362.40,-2.40,-124.60,0.00,1.70,180.10,291.70,0.80,26.85
1.00,1.50,213.20,270.00,-0.80,-26.85,0.00,8.30,266.30,484.10,0.40,71.90
1.00,6.80,346.60,320.10,-0.80,-26.85,0.00,8.20,283.90,352.10,0.80,26.85
0.00,5.50,214.10,334.90,-3.30,-206.20,1.00,8.80,452.70,541.10,3.30,206.20
0.00,7.80,286.70,479.60,-2.40,-39.50,1.00,8.90,330.40,373.30,1.10,67.65
0.00,6.70,256.60,282.80,-1.10,-67.65,1.00,10.20,333.40,519.10,2.40,39.50
0.00,1.60,166.80,240.00,-1.10,-67.65,1.00,1.60,213.80,284.80,1.10,67.65
0.00,0.30,247.10,294.00,-0.10,-173.60,1.00,0.40,369.00,467.60,0.10,173.60
1.00,8.90,499.20,510.80,1.12,82.62,0.00,7.10,274.30,296.30,-1.12,-82.62
1.00,6.80,389.10,274.00,1.12,82.62,0.00,1.00,219.60,226.50,-1.12,-82.62
1.00,2.10,294.30,279.30,1.12,82.62,0.00,7.80,264.00,445.70,-1.12,-82.62
1.00,0.50,336.10,411.20,1.12,82.62,0.00,5.70,252.70,354.80,-1.12,-82.62
1.00,9.50,324.10,493.70,1.12,82.62,0.00,0.60,230.00,232.60,-1.12,-82.62
1.00,0.80,359.50,321.40,-0.95,-28.85,0.00,6.60,345.10,444.10,0.95,28.85
1.00,8.30,345.40,453.70,3.10,51.80,0.00,7.40,251.40,303.70,-0.30,-47.65
1.00,8.20,389.50,331.50,0.30,47.65,0.00,5.20,227.70,401.90,-3.10,-51.80
1.00,4.30,213.40,332.90,-0.95,-28.85,0.00,1.50,164.30,232.60,-0.30,-47.65
1.00,1.30,235.60,300.10,0.30,47.65,0.00,0.40,363.60,267.90,0.95,28.85
1.00,1.10,171.20,247.10,0.25,-5.50,0.00,7.60,305.70,324.50,-0.25,5.50
1.00,1.20,322.20,401.70,0.90,70.30,0.00,7.30,284.90,441.70,0.90,7.90
1.00,6.40,333.00,433.80,-0.90,-7.90,0.00,8.30,330.50,456.50,0.20,-36.20
1.00,8.20,290.40,338.30,0.25,-5.50,0.00,0.30,284.80,331.40,-0.90,-70.30
1.00,8.10,295.90,492.70,-0.20,36.20,0.00,1.20,193.10,271.90,-0.25,5.50
1.00,0.90,250.80,282.10,0.70,38.66,0.00,0.40,205.60,281.20,-0.70,-38.66
1.00,7.20,276.80,457.90,0.70,38.66,0.00,7.30,295.60,284.30,-0.70,-38.66
1.00,8.40,366.00,341.20,0.70,38.66,0.00,7.30,305.50,439.10,-0.70,-38.66
1.00,0.60,390.00,366.00,0.70,38.66,0.00,0.50,247.30,329.30,-0.70,-38.66
1.00,6.70,308.20,427.60,0.70,38.66,0.00,4.80,243.20,347.60,-0.70,-38.66
1.00,0.20,190.10,314.90,-0.60,43.80,0.00,9.10,276.90,354.70,0.60,-43.80
1.00,9.00,310.30,341.50,-0.60,43.80,0.00,7.40,308.70,424.90,2.70,110.20
1.00,4.70,266.30,314.70,-2.70,-110.20,0.00,0.20,219.10,270.00,-0.60,-67.00
1.00,7.80,289.10,459.90,-0.60,-7.60,0.00,1.30,155.50,214.10,0.60,-43.80
1.00,0.80,288.50,337.00,0.60,67.00,0.00,8.40,303.90,467.50,0.60,7.60
1.00,8.10,286.90,302.60,0.60,33.80,0.00,1.00,175.20,233.30,-0.60,-33.80
1.00,8.50,323.60,474.20,0.00,0.00,0.00,6.40,241.00,411.20,0.00,0.00
1.00,0.40,263.90,308.60,0.00,0.00,0.00,7.20,239.90,286.50,-0.60,-33.80
1.00,7.00,320.30,488.50,0.00,0.00,0.00,7.30,251.30,414.30,0.00,0.00
1.00,1.30,173.20,284.80,0.60,33.80,0.00,0.30,274.90,350.80,0.00,0.00
1.00,1.20,161.70,234.40,0.00,0.00,0.00,1.50,213.10,299.30,0.00,0.00
1.00,6.20,258.70,439.60,-1.80,-35.40,0.00,5.90,246.90,422.40,0.00,0.00
1.00,7.70,452.50,523.10,0.00,0.00,0.00,0.00,324.40,297.00,-0.30,-104.90
1.00,0.30,437.30,401.90,0.30,104.90,0.00,8.00,322.10,475.00,1.80,35.40
1.00,7.30,272.50,291.70,0.00,0.00,0.00,8.70,319.90,348.30,0.00,0.00
1.00,7.80,372.00,478.40,0.00,10.20,0.00,7.80,371.90,468.20,0.00,-10.20
1.00,5.60,230.70,365.60,0.50,0.50,0.00,0.80,282.90,305.20,0.00,-114.20
1.00,0.80,343.10,419.40,0.00,114.20,0.00,7.60,343.00,378.50,0.05,24.80
1.00,1.30,222.90,283.30,-0.05,-24.80,0.00,1.20,253.60,259.00,0.05,24.80
1.00,7.40,337.50,304.60,-0.05,-24.80,0.00,5.10,255.00,365.10,-0.50,-0.50
1.00,7.30,402.80,331.70,0.65,-10.40,0.00,6.10,337.40,309.10,-0.65,10.40
1.00,6.70,287.10,453.50,0.00,0.00,0.00,1.10,205.40,254.90,-0.65,10.40
1.00,0.10,324.30,336.70,-0.80,51.60,0.00,8.90,312.90,422.10,0.00,0.00
1.00,1.20,233.00,211.50,0.65,-10.40,0.00,0.90,242.80,285.10,0.80,-51.60
1.00,5.70,203.70,392.20,0.00,0.00,0.00,7.60,418.80,510.20,0.00,0.00
1.00,8.30,327.20,328.90,0.05,-6.75,0.00,6.50,327.00,430.50,-0.30,36.30
1.00,1.40,205.70,273.50,0.05,-6.75,0.00,1.50,180.00,271.80,-0.05,6.75
1.00,6.80,309.40,394.20,0.30,-36.30,0.00,6.30,244.70,399.40,0.00,0.00
1.00,1.10,311.90,354.40,0.00,0.00,0.00,0.20,307.90,281.40,0.00,0.00
1.00,5.60,322.10,493.80,0.00,0.00,0.00,8.10,306.90,344.10,-0.05,6.75
1.00,0.60,426.10,433.00,-0.60,13.00,0.00,7.00,351.90,499.20,0.60,85.90
1.00,5.50,257.80,427.20,-1.60,2.90,0.00,1.20,378.00,420.00,0.60,-13.00
1.00,6.40,297.00,413.30,-0.60,-85.90,0.00,1.30,188.70,228.30,-0.45,-28.85
1.00,7.70,348.10,326.80,0.45,28.85,0.00,7.10,279.20,424.30,1.60,-2.90
1.00,1.20,215.00,235.90,0.45,28.85,0.00,6.70,303.50,276.70,-0.45,-28.85
0.00,5.40,236.50,355.20,-0.36,-38.86,1.00,5.70,262.30,443.60,0.36,38.86
0.00,0.30,218.80,262.30,-0.36,-38.86,1.00,8.50,287.90,364.80,0.36,38.86
0.00,8.30,272.70,338.30,-0.36,-38.86,1.00,1.20,184.60,226.40,0.36,38.86
0.00,2.40,166.60,282.10,-0.36,-38.86,1.00,0.20,337.70,370.80,0.36,38.86
0.00,5.40,244.20,436.20,-0.36,-38.86,1.00,8.00,285.40,462.80,0.36,38.86
0.00,8.60,289.70,467.40,2.90,19.60,1.00,8.30,398.40,448.00,1.50,49.40
0.00,0.80,327.40,347.50,0.30,-55.40,1.00,5.70,252.90,447.80,-2.90,-19.60
0.00,6.80,322.70,398.60,-1.50,-49.40,1.00,1.20,161.10,246.90,0.65,36.35
0.00,5.20,261.50,257.00,-0.65,-36.35,1.00,6.40,251.00,247.70,0.65,36.35
0.00,1.10,152.10,164.90,-0.65,-36.35,1.00,0.50,322.90,402.90,-0.30,55.40
0.00,5.60,260.00,417.90,-3.20,-112.40,1.00,8.80,397.00,530.30,3.20,112.40
0.00,7.90,337.00,474.10,0.50,55.60,1.00,1.70,187.00,264.90,1.00,35.05
0.00,1.10,153.80,205.50,-1.00,-35.05,1.00,8.20,306.10,280.90,1.00,35.05
0.00,0.00,274.90,290.00,-0.30,-26.10,1.00,7.40,259.90,418.50,-0.50,-55.60
0.00,6.80,248.20,270.20,-1.00,-35.05,1.00,0.30,236.70,316.10,0.30,26.10
1.00,8.70,420.70,346.40,0.20,22.65,0.00,0.30,336.00,303.70,0.00,5.20
1.00,1.20,203.80,281.40,0.20,22.65,0.00,1.10,244.50,260.00,-0.20,-22.65
1.00,6.80,247.40,395.10,0.00,0.00,0.00,8.40,337.30,322.50,-0.20,-22.65
1.00,0.30,350.90,298.50,0.00,-5.20,0.00,6.40,241.00,398.90,0.00,0.00
1.00,6.90,300.30,452.10,0.00,0.00,0.00,7.60,251.40,394.90,0.00,0.00
1.00,6.90,317.70,458.30,0.84,23.94,0.00,0.10,272.50,323.90,-0.84,-23.94
1.00,8.70,406.30,328.80,0.84,23.94,0.00,5.10,265.80,359.80,-0.84,-23.94
1.00,1.30,224.10,296.30,0.84,23.94,0.00,9.00,346.70,552.50,-0.84,-23.94
1.00,8.90,301.20,524.30,0.84,23.94,0.00,6.10,229.20,311.10,-0.84,-23.94
1.00,0.10,244.90,304.70,0.84,23.94,0.00,1.40,157.40,245.40,-0.84,-23.94
1.00,9.40,359.60,356.70,0.88,44.32,0.00,7.20,307.10,445.20,-0.88,-44.32
1.00,1.40,396.40,377.40,0.88,44.32,0.00,6.50,230.20,254.40,-0.88,-44.32
1.00,1.30,259.50,283.80,0.88,44.32,0.00,1.20,172.50,201.60,-0.88,-44.32
1.00,7.00,366.00,479.60,0.88,44.32,0.00,1.20,420.90,407.60,-0.88,-44.32
1.00,6.20,256.90,418.20,0.88,44.32,0.00,4.80,241.70,385.30,-0.88,-44.32
0.00,8.00,329.50,454.30,-0.56,-39.66,1.00,8.00,366.90,495.70,0.56,39.66
0.00,0.30,289.10,343.60,-0.56,-39.66,1.00,0.20,294.00,346.90,0.56,39.66
0.00,6.80,294.40,322.60,-0.56,-39.66,1.00,8.50,311.50,476.10,0.56,39.66
0.00,1.30,195.40,239.30,-0.56,-39.66,1.00,7.70,431.40,378.20,0.56,39.66
0.00,5.90,222.20,373.80,-0.56,-39.66,1.00,0.70,219.20,235.00,0.56,39.66
0.00,0.20,351.60,335.00,0.00,0.00,1.00,1.10,449.20,401.30,0.00,0.00
0.00,1.30,184.20,245.90,0.15,-68.45,1.00,7.70,333.90,380.10,-0.15,68.45
0.00,8.00,296.10,322.40,0.15,-68.45,1.00,6.80,302.70,480.50,-1.00,6.50
0.00,7.80,359.60,474.00,1.00,-6.50,1.00,6.70,302.90,437.90,0.00,0.00
0.00,6.60,253.00,412.70,0.00,0.00,1.00,1.30,278.20,325.10,-0.15,68.45
0.00,6.20,256.00,231.70,-0.60,-121.75,1.00,6.80,329.70,550.10,0.50,138.60
0.00,1.50,214.80,228.90,-0.60,-121.75,1.00,0.40,291.30,345.30,0.60,121.75
0.00,6.30,288.50,462.50,-0.90,22.90,1.00,7.20,437.50,439.60,0.90,-22.90
0.00,1.10,226.30,260.80,0.30,-180.20,1.00,0.80,555.40,441.00,-0.30,180.20
0.00,6.30,254.70,411.50,-0.50,-138.60,1.00,8.50,483.50,358.80,0.60,121.75
1.00,9.10,407.90,376.50,0.74,55.38,0.00,6.60,339.60,410.30,-0.74,-55.38
1.00,1.40,229.30,313.50,0.74,55.38,0.00,7.10,306.00,424.40,-0.74,-55.38
1.00,1.10,480.40,432.60,0.74,55.38,0.00,7.30,249.10,244.90,-0.74,-55.38
1.00,7.00,267.90,400.30,0.74,55.38,0.00,1.40,158.60,253.20,-0.74,-55.38
1.00,7.90,272.00,444.20,0.74,55.38,0.00,0.40,282.00,357.40,-0.74,-55.38
1.00,0.40,269.10,265.40,0.88,101.06,0.00,6.00,254.70,399.80,-0.88,-101.06
1.00,8.40,370.30,512.20,0.88,101.06,0.00,6.20,269.10,269.80,-0.88,-101.06
1.00,7.20,391.10,451.20,0.88,101.06,0.00,1.30,170.30,185.20,-0.88,-101.06
1.00,7.90,503.20,392.00,0.88,101.06,0.00,6.90,247.40,423.20,-0.88,-101.06
1.00,1.00,425.90,405.10,0.88,101.06,0.00,0.10,283.00,242.60,-0.88,-101.06
1.00,0.50,350.70,450.40,0.20,153.60,0.00,0.30,286.70,296.80,-0.20,-153.60
1.00,1.50,206.50,281.80,0.30,45.05,0.00,6.10,244.70,471.30,-0.40,96.80
1.00,6.50,225.20,374.50,0.40,-96.80,0.00,6.40,220.10,404.40,-3.70,-99.80
1.00,7.40,322.30,347.40,0.30,45.05,0.00,7.70,269.40,297.90,-0.30,-45.05
1.00,10.10,335.30,504.20,3.70,99.80,0.00,0.60,181.10,241.20,-0.30,-45.05
0.00,0.10,206.60,250.20,-0.60,-194.80,1.00,8.30,288.20,487.30,0.60,31.60
0.00,8.50,286.30,442.00,2.30,25.80,1.00,0.70,340.20,445.00,0.60,194.80
0.00,7.70,283.80,455.70,-0.60,-31.60,1.00,6.40,349.40,294.90,-1.60,-66.45
0.00,8.50,280.80,353.10,1.60,66.45,1.00,0.30,231.00,181.70,-1.60,-66.45
0.00,1.40,218.40,256.40,1.60,66.45,1.00,6.20,258.70,416.20,-2.30,-25.80
1.00,6.90,242.10,397.00,0.00,0.00,0.00,0.60,305.10,350.00,0.30,-43.70
1.00,5.90,349.90,291.10,0.40,-25.30,0.00,5.50,247.40,316.40,-0.40,25.30
1.00,0.00,239.30,190.60,0.00,0.00,0.00,8.70,397.30,464.80,0.00,0.00
1.00,7.00,370.90,463.70,0.00,0.00,0.00,1.40,303.40,273.50,0.00,0.00
1.00,0.30,342.30,393.70,-0.30,43.70,0.00,6.90,285.00,389.30,0.00,0.00
1.00,7.30,386.60,343.90,0.40,62.30,0.00,8.60,374.10,499.50,2.80,74.20
1.00,5.80,221.90,425.30,-2.80,-74.20,0.00,0.00,292.70,338.00,-1.30,6.70
1.00,5.00,294.40,415.40,-1.80,-70.20,0.00,6.80,255.30,485.60,1.80,70.20
1.00,1.00,249.20,311.00,0.40,62.30,0.00,1.30,174.10,245.10,-0.40,-62.30
1.00,1.30,243.50,331.30,1.30,-6.70,0.00,6.20,250.20,285.20,-0.40,-62.30
1.00,0.50,292.50,286.60,0.90,82.34,0.00,7.00,284.80,469.90,-0.90,-82.34
1.00,8.80,486.80,565.30,0.90,82.34,0.00,3.70,177.00,292.90,-0.90,-82.34
1.00,7.90,313.50,364.10,0.90,82.34,0.00,1.20,176.00,270.20,-0.90,-82.34
1.00,8.10,312.50,463.60,0.90,82.34,0.00,8.50,342.80,330.90,-0.90,-82.34
1.00,0.20,315.40,400.20,0.90,82.34,0.00,0.60,232.80,304.20,-0.90,-82.34
1.00,7.90,305.30,476.50,0.60,55.20,0.00,7.30,293.10,421.30,-0.60,-55.20
1.00,0.90,198.40,279.90,0.40,-19.10,0.00,0.50,334.10,379.40,0.10,-1.70
1.00,8.70,335.10,311.20,0.40,-19.10,0.00,7.90,255.50,477.20,0.40,-62.30
1.00,7.50,282.60,539.50,-0.40,62.30,0.00,7.40,316.90,338.50,-0.40,19.10
1.00,0.40,266.00,381.10,-0.10,1.70,0.00,1.40,189.60,290.80,-0.40,19.10
1.00,6.40,240.90,294.60,-0.20,-69.15,0.00,1.50,312.60,344.40,1.10,-31.10
1.00,7.90,300.90,472.20,1.60,42.80,0.00,4.80,261.60,318.70,-2.70,-155.80
1.00,0.40,342.70,375.50,-1.10,31.10,0.00,1.30,259.20,293.30,0.20,69.15
1.00,7.50,413.80,474.50,2.70,155.80,0.00,6.30,262.00,429.40,-1.60,-42.80
1.00,2.20,171.40,244.50,-0.20,-69.15,0.00,7.70,332.20,384.10,0.20,69.15
0.00,6.90,338.30,446.40,1.10,0.50,1.00,8.70,374.70,413.60,1.15,16.65
0.00,0.10,260.30,339.50,-0.50,54.80,1.00,6.40,265.80,457.10,-1.60,-45.10
0.00,8.00,397.00,502.20,1.60,45.10,1.00,5.80,345.00,445.90,-1.10,-0.50
0.00,1.20,159.00,273.30,-1.15,-16.65,1.00,0.60,281.70,284.70,0.50,-54.80
0.00,6.60,231.20,316.20,-1.15,-16.65,1.00,1.40,216.50,209.20,1.15,16.65
0.00,8.20,281.00,449.10,0.34,-28.98,1.00,1.70,290.20,398.30,-0.34,28.98
0.00,8.40,304.10,487.70,0.34,-28.98,1.00,8.90,357.00,364.80,-0.34,28.98
0.00,1.40,156.60,257.60,0.34,-28.98,1.00,5.90,330.30,478.30,-0.34,28.98
0.00,6.40,230.60,254.10,0.34,-28.98,1.00,0.50,250.50,226.60,-0.34,28.98
0.00,0.00,253.00,304.00,0.34,-28.98,1.00,5.70,276.80,429.40,-0.34,28.98
0.00,0.90,339.00,366.20,0.70,57.30,1.00,7.80,375.80,531.30,1.10,160.00
0.00,6.40,289.50,423.80,2.20,39.20,1.00,4.20,195.50,384.60,-2.20,-39.20
0.00,6.70,262.50,371.30,-1.10,-160.00,1.00,0.20,260.30,308.90,-0.70,-57.30
0.00,1.30,155.30,252.80,-1.25,-23.80,1.00,10.40,305.10,333.40,1.25,23.80
0.00,7.70,252.00,312.20,-1.25,-23.80,1.00,1.10,157.10,279.20,1.25,23.80
0.00,8.10,345.20,499.60,0.00,0.00,1.00,1.10,270.20,354.90,0.00,0.00
0.00,1.30,145.00,239.10,-0.45,-37.35,1.00,1.40,196.50,267.90,0.45,37.35
0.00,8.20,257.00,284.30,-0.45,-37.35,1.00,6.60,275.80,384.90,0.00,0.00
0.00,0.40,309.00,383.30,0.00,0.00,1.00,8.80,378.30,503.40,0.30,39.40
0.00,8.50,314.50,464.00,-0.30,-39.40,1.00,9.00,293.00,330.20,0.45,37.35
1.00,8.10,433.50,521.40,2.80,154.70,0.00,6.80,313.50,428.20,0.50,-0.40
1.00,7.60,389.10,383.70,1.45,72.15,0.00,0.40,313.80,314.10,-0.70,2.70
1.00,0.30,266.20,192.80,1.45,72.15,0.00,1.10,215.80,205.00,-1.45,-72.15
1.00,1.10,293.20,311.40,0.70,-2.70,0.00,5.30,237.30,366.70,-2.80,-154.70
1.00,6.30,332.80,428.60,-0.50,0.40,0.00,3.90,321.60,227.20,-1.45,-72.15
0.00,0.20,279.50,330.70,0.10,-68.40,1.00,6.70,277.90,410.60,0.00,0.00
0.00,6.60,283.20,291.20,5.20,-45.80,1.00,0.10,322.00,399.10,-0.10,68.40
0.00,1.10,209.10,288.80,0.00,0.00,1.00,1.40,292.50,337.00,-5.20,45.80
0.00,6.30,260.90,469.20,0.00,0.00,1.00,8.60,390.60,393.90,0.00,0.00
0.00,7.30,306.20,454.50,0.00,0.00,1.00,7.90,344.80,475.50,0.00,0.00
1.00,8.40,402.20,510.50,1.80,145.70,0.00,7.00,281.90,324.30,-0.45,-26.55
1.00,0.00,344.40,340.30,-0.90,4.60,0.00,4.20,202.30,394.20,-4.10,-64.40
1.00,7.90,396.90,349.60,0.45,26.55,0.00,0.90,311.90,335.70,0.90,-4.60
1.00,1.30,173.00,262.10,0.45,26.55,0.00,6.60,232.70,364.80,-1.80,-145.70
1.00,8.30,319.60,458.60,4.10,64.40,0.00,1.30,167.40,234.30,-0.45,-26.55
0.00,5.00,346.90,467.30,0.00,0.00,1.00,6.70,253.50,428.30,0.00,0.00
0.00,0.40,502.30,375.70,-0.80,-10.30,1.00,1.20,359.00,386.00,0.80,10.30
0.00,1.50,174.20,248.70,-1.00,-70.60,1.00,6.60,282.60,431.00,0.00,0.00
0.00,5.60,254.30,253.30,-1.00,-70.60,1.00,1.10,223.70,312.20,1.00,70.60
0.00,7.20,373.70,444.20,0.00,0.00,1.00,8.00,446.40,331.00,1.00,70.60
0.00,0.30,327.60,316.00,-0.80,-4.40,1.00,8.50,373.60,559.60,1.00,129.40
0.00,5.90,279.20,387.70,-0.20,-104.30,1.00,1.60,286.60,340.70,-0.10,50.10
0.00,7.50,291.60,430.20,-1.00,-129.40,1.00,1.10,332.30,320.40,0.80,4.40
0.00,1.50,178.50,247.50,0.10,-50.10,1.00,6.10,315.20,492.00,0.20,104.30
0.00,8.40,300.40,331.30,0.10,-50.10,1.00,8.10,334.90,338.30,-0.10,50.10
0.00,0.00,157.80,246.00,-1.40,-51.40,1.00,0.80,399.30,375.60,0.50,46.40
0.00,0.30,287.30,329.20,-0.50,-46.40,1.00,6.00,294.00,428.90,-1.60,-45.10
0.00,7.00,281.40,318.60,-1.40,-51.40,1.00,6.80,337.00,432.40,0.10,37.80
0.00,6.70,271.40,394.60,-0.10,-37.80,1.00,1.30,231.40,306.40,1.40,51.40
0.00,7.60,347.40,474.00,1.60,45.10,1.00,8.50,420.70,361.00,1.40,51.40
0.00,1.20,202.20,243.00,0.00,0.00,1.00,8.10,385.10,372.90,0.00,0.00
0.00,7.20,321.90,478.10,0.00,0.00,1.00,8.50,261.20,470.60,0.00,0.00
0.00,0.50,312.20,364.60,0.30,144.40,1.00,0.20,199.50,220.20,-0.30,-144.40
0.00,5.10,383.60,357.80,-1.50,-15.70,1.00,6.60,224.90,373.50,1.50,15.70
0.00,5.70,233.90,304.20,0.00,0.00,1.00,1.10,236.50,182.90,0.00,0.00
1.00,0.40,311.30,301.80,0.50,45.85,0.00,7.70,367.70,453.40,0.30,19.40
1.00,7.40,262.30,434.00,-0.30,-19.40,0.00,1.10,165.30,272.00,-0.50,-45.85
1.00,0.10,333.50,378.60,0.10,142.70,0.00,7.10,247.70,301.80,-0.50,-45.85
1.00,6.20,257.10,402.00,-2.00,-34.90,0.00,0.00,264.90,235.90,-0.10,-142.70
1.00,8.80,484.30,363.70,0.50,45.85,0.00,8.20,261.50,436.90,2.00,34.90
0.00,1.30,174.60,226.70,0.32,-57.76,1.00,6.40,389.30,407.20,-0.32,57.76
0.00,6.00,304.00,371.40,0.32,-57.76,1.00,6.00,372.40,323.00,-0.32,57.76
0.00,0.90,339.20,328.50,0.32,-57.76,1.00,1.10,233.10,266.70,-0.32,57.76
