blueteamwin,bluecreepsPerMin,bluegoldPerMinDeltas,bluexpPerMin,bluecsDiffPerMin,bluexpDiffPerMin,redteamwin,redcreepsPerMin,redgoldPerMin,redxpPerMin,redcsDiffPerMin,redxpDiffPerMin
1.00,0.40,350.00,367.30,0.40,19.50,0.00,7.90,299.20,474.20,0.00,14.00
1.00,7.90,305.40,460.20,0.00,-14.00,0.00,7.90,312.40,326.10,-0.40,-38.75
1.00,0.10,410.30,400.30,-0.90,22.60,0.00,1.30,176.80,241.50,-0.40,-14.10
1.00,1.40,179.30,276.60,0.40,14.10,0.00,8.20,358.10,513.30,1.50,112.60
1.00,8.40,310.70,314.20,0.40,14.10,0.00,1.00,283.70,377.70,0.90,-22.60
1.00,6.70,235.50,400.70,-1.50,-112.60,0.00,7.70,338.70,321.10,-0.40,-14.10
1.00,7.40,297.00,469.10,-0.10,25.70,0.00,7.50,305.20,443.40,0.10,-25.70
0.00,1.70,206.60,237.60,0.00,0.00,1.00,8.00,298.50,455.60,-0.70,-25.60
0.00,7.50,433.60,305.60,0.00,0.00,1.00,0.90,342.50,306.20,0.80,10.40
0.00,6.10,309.70,402.80,0.00,0.00,1.00,4.40,376.00,259.60,0.00,0.00
0.00,0.10,311.80,295.80,-0.80,-10.40,1.00,7.70,392.40,486.70,0.00,0.00
0.00,8.70,299.50,481.20,0.70,25.60,1.00,1.60,329.90,314.70,0.00,0.00
1.00,6.30,262.30,415.70,-0.50,4.50,0.00,8.10,342.80,316.20,0.00,0.00
1.00,5.10,399.60,264.80,0.00,0.00,0.00,1.90,220.60,296.40,0.00,0.00
1.00,1.60,272.60,269.40,0.00,0.00,0.00,6.80,263.60,411.20,0.50,-4.50
1.00,6.30,248.70,420.20,0.00,0.00,0.00,0.30,307.40,266.30,0.00,-40.20
1.00,0.30,284.00,306.50,0.00,40.20,0.00,7.80,313.00,465.80,0.00,0.00
1.00,8.60,298.90,351.00,-0.60,2.76,0.00,0.10,329.90,278.50,0.60,-2.76
1.00,1.30,194.10,248.90,-0.60,2.76,0.00,1.20,144.40,246.40,0.60,-2.76
1.00,5.00,274.60,422.70,-0.60,2.76,0.00,6.80,287.50,431.80,0.60,-2.76
1.00,0.60,336.50,362.20,-0.60,2.76,0.00,8.00,385.20,465.20,0.60,-2.76
1.00,5.50,310.40,386.20,-0.60,2.76,0.00,7.90,256.30,335.30,0.60,-2.76
1.00,6.60,372.80,473.10,-0.10,57.22,0.00,7.90,321.90,475.40,0.10,-57.22
1.00,1.60,187.90,242.70,-0.10,57.22,0.00,0.60,297.00,330.40,0.10,-57.22
1.00,8.30,279.10,326.00,-0.10,57.22,0.00,5.00,224.90,385.50,0.10,-57.22
1.00,1.20,450.70,519.30,-0.10,57.22,0.00,8.90,278.20,339.10,0.10,-57.22
1.00,5.60,356.20,515.90,-0.10,57.22,0.00,1.40,203.30,260.50,0.10,-57.22
1.00,1.00,382.20,351.70,0.90,23.10,0.00,7.50,388.40,514.30,0.00,0.00
1.00,0.60,186.70,238.20,0.00,0.00,0.00,5.50,237.70,378.30,-0.60,-76.30
1.00,5.00,211.50,242.20,0.00,0.00,0.00,0.10,279.90,328.60,-0.90,-23.10
1.00,5.20,285.50,399.80,0.00,0.00,0.00,1.40,215.50,254.40,0.00,0.00
1.00,6.10,332.60,454.60,0.60,76.30,0.00,7.90,387.00,354.50,0.00,0.00
1.00,8.30,285.50,463.10,-0.04,33.42,0.00,6.30,295.70,407.10,0.04,-33.42
1.00,1.50,228.30,227.10,-0.04,33.42,0.00,8.70,349.30,432.00,0.04,-33.42
1.00,7.20,273.80,322.10,-0.04,33.42,0.00,1.90,186.70,284.70,0.04,-33.42
1.00,7.80,364.70,431.50,-0.04,33.42,0.00,8.60,325.20,349.10,0.04,-33.42
1.00,0.60,433.80,461.90,-0.04,33.42,0.00,0.10,265.10,265.70,0.04,-33.42
0.00,7.50,263.10,295.70,-0.80,-52.55,1.00,0.40,383.80,438.00,0.00,0.00
0.00,1.50,152.50,246.20,-0.80,-52.55,1.00,8.40,263.50,454.00,0.00,0.00
0.00,7.70,287.50,528.60,0.00,0.00,1.00,8.90,328.70,380.90,0.80,52.55
0.00,7.50,265.60,414.60,-1.50,-57.10,1.00,1.70,224.40,266.10,0.80,52.55
0.00,0.70,333.50,391.50,0.00,0.00,1.00,9.00,289.80,471.70,1.50,57.10
0.00,9.70,295.40,503.00,-0.90,-1.42,1.00,8.00,322.20,472.10,0.90,1.42
0.00,0.30,270.30,358.90,-0.90,-1.42,1.00,1.20,182.20,233.50,0.90,1.42
0.00,5.50,209.90,320.00,-0.90,-1.42,1.00,9.40,290.50,506.50,0.90,1.42
0.00,1.40,147.70,206.90,-0.90,-1.42,1.00,9.60,346.20,368.80,0.90,1.42
0.00,7.30,250.60,455.30,-0.90,-1.42,1.00,0.50,248.70,270.30,0.90,1.42
1.00,1.60,154.40,293.30,0.00,0.00,0.00,1.20,168.40,281.70,0.00,0.00
1.00,0.30,330.30,374.90,-0.30,8.40,0.00,8.10,264.50,478.50,0.00,0.00
1.00,7.30,244.70,262.40,0.00,0.00,0.00,6.30,268.20,368.50,-1.30,-60.00
1.00,7.50,317.70,458.70,0.00,0.00,0.00,0.60,302.20,366.50,0.30,-8.40
1.00,7.60,329.10,428.50,1.30,60.00,0.00,9.50,336.50,333.40,0.00,0.00
0.00,4.90,205.10,329.30,-2.10,-195.80,1.00,8.80,277.50,308.70,-0.75,-29.20
0.00,8.30,516.60,528.00,3.10,210.20,1.00,1.20,152.70,263.80,-0.75,-29.20
0.00,0.50,297.20,298.20,-0.10,-20.30,1.00,7.00,379.10,525.10,2.10,195.80
0.00,10.30,307.30,350.40,0.75,29.20,1.00,5.20,241.10,317.80,-3.10,-210.20
0.00,1.20,166.10,280.50,0.75,29.20,1.00,0.60,247.80,318.50,0.10,20.30
0.00,8.10,293.40,457.40,-0.04,-29.30,1.00,7.60,290.70,415.50,0.04,29.30
0.00,5.60,241.40,443.40,-0.04,-29.30,1.00,7.60,342.70,308.30,0.04,29.30
0.00,1.40,160.80,232.40,-0.04,-29.30,1.00,1.60,210.20,288.50,0.04,29.30
0.00,8.80,280.90,314.70,-0.04,-29.30,1.00,0.80,392.30,443.40,0.04,29.30
0.00,0.30,289.20,324.00,-0.04,-29.30,1.00,6.80,260.40,462.70,0.04,29.30
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.00,8.40,274.80,322.20,1.35,11.60,1.00,6.40,355.20,427.20,0.00,0.00
0.00,0.40,359.40,338.40,-0.30,-169.00,1.00,5.50,305.90,416.80,0.00,0.00
0.00,1.50,161.40,276.50,1.35,11.60,1.00,5.90,238.00,315.40,-1.35,-11.60
0.00,7.90,309.80,422.70,0.00,0.00,1.00,1.30,155.30,260.10,-1.35,-11.60
0.00,6.20,238.00,422.10,0.00,0.00,1.00,0.70,386.40,507.40,0.30,169.00
1.00,7.50,273.20,473.40,1.60,42.90,0.00,7.40,294.00,431.50,0.00,0.00
1.00,1.00,449.40,398.00,-0.60,26.80,0.00,5.30,281.50,287.60,0.00,0.00
1.00,6.60,312.90,417.10,0.00,0.00,0.00,5.90,210.00,430.50,-1.60,-42.90
1.00,7.30,353.50,283.10,0.00,0.00,0.00,2.20,290.10,256.50,0.00,0.00
1.00,1.90,249.90,315.00,0.00,0.00,0.00,1.60,260.60,371.20,0.60,-26.80
1.00,8.10,351.90,477.70,0.14,44.44,0.00,8.90,323.70,310.30,-0.14,-44.44
1.00,7.30,333.20,505.40,0.14,44.44,0.00,1.20,185.50,312.80,-0.14,-44.44
1.00,9.00,290.90,338.20,0.14,44.44,0.00,7.00,248.90,386.70,-0.14,-44.44
1.00,1.20,160.70,281.60,0.14,44.44,0.00,1.00,284.00,352.50,-0.14,-44.44
1.00,0.50,289.20,403.50,0.14,44.44,0.00,7.30,244.10,421.90,-0.14,-44.44
0.00,4.90,192.10,403.80,0.00,0.00,1.00,7.20,272.90,475.40,-1.20,17.00
0.00,8.40,371.90,458.40,1.20,-17.00,1.00,1.00,314.70,348.30,-0.50,21.60
0.00,1.50,244.30,326.70,0.50,-21.60,1.00,8.10,287.50,340.00,0.00,0.00
0.00,7.80,366.80,326.80,0.00,0.00,1.00,6.90,315.70,480.50,0.00,0.00
0.00,1.40,217.90,299.50,0.00,0.00,1.00,1.10,177.80,223.50,0.00,0.00
0.00,0.90,342.60,418.70,0.40,109.00,1.00,7.40,287.50,474.90,0.70,63.00
0.00,6.90,261.90,364.80,-0.45,15.85,1.00,8.20,290.90,308.30,0.45,-15.85
0.00,7.70,354.60,482.70,1.00,78.00,1.00,1.00,194.10,239.50,0.45,-15.85
0.00,1.40,157.90,214.70,-0.45,15.85,1.00,6.70,297.40,404.70,-1.00,-78.00
0.00,6.70,300.20,411.90,-0.70,-63.00,1.00,0.50,259.00,309.70,-0.40,-109.00
0.00,5.30,220.60,310.60,0.00,0.00,1.00,6.10,226.50,379.90,-1.40,-97.80
0.00,7.50,347.10,477.70,1.40,97.80,1.00,1.40,178.20,288.00,0.00,0.00
0.00,6.50,302.60,410.00,0.00,0.00,1.00,10.10,348.20,331.40,0.00,0.00
0.00,0.40,308.20,361.20,0.40,110.20,1.00,8.00,318.30,458.80,0.00,0.00
0.00,1.10,146.00,260.70,0.00,0.00,1.00,0.00,249.50,251.00,-0.40,-110.20
1.00,7.60,259.30,327.10,0.05,-67.45,0.00,8.10,408.70,357.40,-0.05,67.45
1.00,6.50,273.40,402.10,-1.40,-101.70,0.00,0.40,287.60,334.20,-0.05,67.45
1.00,1.00,183.70,229.60,0.05,-67.45,0.00,8.70,312.60,445.10,0.90,-29.80
1.00,1.10,274.80,303.30,0.60,-47.40,0.00,0.50,256.20,350.70,-0.60,47.40
1.00,7.80,260.40,474.90,-0.90,29.80,0.00,7.90,332.50,503.80,1.40,101.70
1.00,8.10,278.90,482.90,2.10,108.60,0.00,0.50,311.10,359.50,0.00,0.00
1.00,4.00,175.30,391.30,0.00,0.00,0.00,8.10,313.20,479.70,0.00,0.00
1.00,1.10,295.60,369.00,0.00,0.00,0.00,6.00,221.10,374.30,-2.10,-108.60
1.00,7.50,272.80,295.30,-0.60,-49.15,0.00,9.00,388.90,330.10,0.60,49.15
1.00,1.40,160.60,251.80,-0.60,-49.15,0.00,1.10,211.90,315.30,0.60,49.15
1.00,7.20,258.20,412.50,0.00,0.00,0.00,0.50,355.30,396.50,0.10,19.30
1.00,8.60,405.30,451.60,0.00,0.00,0.00,1.40,155.70,265.00,0.00,0.00
1.00,1.30,184.30,222.70,0.00,0.00,0.00,8.20,295.60,346.60,0.00,0.00
1.00,8.30,275.40,346.60,0.00,0.00,0.00,7.90,271.30,433.00,0.00,0.00
1.00,0.40,362.10,377.20,-0.10,-19.30,0.00,6.50,261.50,367.60,0.00,0.00
1.00,6.80,388.50,440.30,0.30,48.50,0.00,1.50,172.40,226.60,-0.05,-35.60
1.00,9.50,309.50,388.40,0.05,35.60,0.00,7.60,250.60,478.50,-0.70,35.30
1.00,0.30,424.10,393.50,-0.50,110.70,0.00,9.30,282.90,382.20,-0.05,-35.60
1.00,1.40,233.70,291.60,0.05,35.60,0.00,0.80,239.90,282.80,0.50,-110.70
1.00,8.30,277.50,443.20,0.70,-35.30,0.00,6.50,278.70,391.80,-0.30,-48.50
0.00,5.90,278.20,293.00,-1.30,-9.20,1.00,0.60,362.90,353.80,-1.00,-90.20
0.00,1.60,225.00,293.40,-1.30,-9.20,1.00,8.70,301.50,353.00,1.30,9.20
0.00,6.80,255.80,381.90,0.00,0.00,1.00,6.30,310.70,465.90,0.00,0.00
0.00,1.60,294.30,444.00,1.00,90.20,1.00,6.70,385.70,473.40,0.00,0.00
0.00,6.80,326.60,408.40,0.00,0.00,1.00,1.40,217.30,251.80,1.30,9.20
1.00,0.40,322.40,372.20,-0.10,11.50,0.00,8.50,285.70,268.80,0.55,-22.05
1.00,8.20,385.10,530.70,2.10,28.50,0.00,0.80,205.30,298.60,0.55,-22.05
1.00,8.60,426.90,551.60,3.40,214.30,0.00,6.10,283.70,502.20,-2.10,-28.50
1.00,6.90,300.60,331.30,-0.55,22.05,0.00,5.20,223.60,337.30,-3.40,-214.30
1.00,1.30,216.60,280.20,-0.55,22.05,0.00,0.50,302.40,360.70,0.10,-11.50
0.00,8.20,262.40,452.90,1.00,-24.30,1.00,7.50,338.60,476.30,-0.60,9.30
0.00,1.40,223.20,218.90,0.85,-2.40,1.00,7.20,312.90,477.20,-1.00,24.30
0.00,8.10,260.00,467.00,0.60,-9.30,1.00,0.50,378.70,353.20,-0.20,-44.00
0.00,0.70,305.50,397.20,0.20,44.00,1.00,6.40,374.90,299.50,-0.85,2.40
0.00,8.00,379.00,313.10,0.85,-2.40,1.00,1.30,225.80,237.30,-0.85,2.40
0.00,8.60,394.70,340.40,0.00,0.00,1.00,5.50,224.10,264.30,0.00,0.00
0.00,5.70,323.70,349.20,-3.00,-161.70,1.00,6.90,269.20,409.50,0.10,-23.60
0.00,6.80,256.30,433.10,-0.10,23.60,1.00,1.00,142.20,189.50,0.00,0.00
0.00,0.50,358.30,349.00,0.00,0.00,1.00,0.30,311.60,326.90,0.00,0.00
0.00,1.20,191.70,215.20,0.00,0.00,1.00,8.70,390.70,510.90,3.00,161.70
0.00,1.50,187.70,244.90,-0.65,5.55,1.00,0.60,276.10,360.30,0.50,40.50
0.00,8.20,280.40,449.60,2.70,21.50,1.00,5.50,294.50,428.10,-2.70,-21.50
0.00,0.10,302.30,319.80,-0.50,-40.50,1.00,6.50,336.00,423.80,-1.20,-51.70
0.00,6.50,276.60,293.40,-0.65,5.55,1.00,7.70,331.70,312.90,0.65,-5.55
0.00,7.70,275.50,475.50,1.20,51.70,1.00,1.60,192.00,214.30,0.65,-5.55
0.00,8.10,260.70,310.70,0.25,-23.85,1.00,8.00,292.00,475.90,0.00,0.00
0.00,1.20,154.20,239.20,0.25,-23.85,1.00,4.00,240.60,340.10,0.00,0.00
0.00,6.00,241.50,450.40,0.00,0.00,1.00,8.80,315.10,307.20,-0.25,23.85
0.00,6.90,298.90,456.10,0.00,0.00,1.00,0.00,176.40,290.40,-0.25,23.85
0.00,0.20,264.90,280.20,0.00,0.00,1.00,1.10,379.60,448.80,0.00,0.00
0.00,6.90,357.40,284.40,0.00,0.00,1.00,0.20,204.00,268.40,0.00,0.00
0.00,1.20,195.40,279.30,0.00,0.00,1.00,5.00,201.00,382.80,0.00,0.00
0.00,6.80,440.30,452.80,0.00,0.00,1.00,7.10,396.00,312.40,0.00,0.00
0.00,0.90,391.10,423.90,0.50,54.00,1.00,6.40,305.40,430.50,0.60,61.20
0.00,5.80,222.60,369.30,-0.60,-61.20,1.00,0.40,359.50,369.90,-0.50,-54.00
0.00,5.90,263.20,260.30,-0.22,-12.88,1.00,8.20,384.50,342.80,0.22,12.88
0.00,1.80,245.20,274.20,-0.22,-12.88,1.00,1.70,232.20,261.00,0.22,12.88
0.00,9.30,367.70,506.20,-0.22,-12.88,1.00,0.30,303.90,339.80,0.22,12.88
0.00,0.50,255.00,278.70,-0.22,-12.88,1.00,7.00,265.10,482.00,0.22,12.88
0.00,7.00,265.70,489.10,-0.22,-12.88,1.00,8.40,316.20,447.30,0.22,12.88
1.00,7.40,354.80,472.70,2.30,161.30,0.00,7.10,308.70,397.00,-1.30,-84.90
1.00,1.40,237.10,275.20,1.05,32.75,0.00,0.20,227.60,293.30,-0.10,-28.30
1.00,8.40,475.30,379.80,1.05,32.75,0.00,5.10,257.50,311.40,-2.30,-161.30
1.00,8.40,321.30,481.90,1.30,84.90,0.00,0.40,224.00,237.20,-1.05,-32.75
1.00,0.30,360.10,321.60,0.10,28.30,0.00,7.30,312.40,352.30,-1.05,-32.75
1.00,1.10,352.20,328.70,0.40,9.10,0.00,5.90,245.90,394.90,-2.30,-88.30
1.00,7.80,357.60,461.60,1.10,67.70,0.00,0.70,275.30,319.60,-0.40,-9.10
1.00,6.40,257.30,276.50,-1.25,-27.45,0.00,6.70,271.00,393.90,-1.10,-67.70
1.00,1.00,181.90,222.40,-1.25,-27.45,0.00,8.60,348.60,342.80,1.25,27.45
1.00,8.20,461.40,483.20,2.30,88.30,0.00,1.30,180.20,211.00,1.25,27.45
1.00,1.10,187.20,253.90,0.50,16.05,0.00,1.00,381.50,331.10,0.30,-115.00
1.00,7.10,299.10,431.90,0.40,-17.60,0.00,1.30,236.10,280.90,-0.50,-16.05
1.00,0.70,433.20,446.10,-0.30,115.00,0.00,6.70,309.90,449.50,-0.40,17.60
1.00,6.20,296.40,417.50,1.20,-4.70,0.00,7.70,255.50,294.60,-0.50,-16.05
1.00,8.90,360.50,353.70,0.50,16.05,0.00,5.00,248.00,422.20,-1.20,4.70
1.00,6.60,358.30,319.20,0.00,0.00,0.00,8.00,308.50,455.10,2.00,26.90
1.00,0.50,227.00,221.10,0.00,0.00,0.00,1.40,241.10,351.70,0.00,0.00
1.00,6.00,264.90,428.20,-2.00,-26.90,0.00,0.70,253.40,284.40,0.00,0.00
1.00,0.30,333.40,345.80,0.00,0.00,0.00,6.40,249.80,406.70,-1.00,-117.10
1.00,7.40,299.90,523.80,1.00,117.10,0.00,5.60,250.30,273.20,0.00,0.00
1.00,5.10,218.60,349.30,0.00,0.00,0.00,0.90,179.80,246.50,0.00,0.00
1.00,1.30,234.50,314.80,0.00,0.00,0.00,6.80,260.20,306.90,0.00,0.00
1.00,8.20,298.00,466.70,2.80,36.60,0.00,6.60,282.00,419.70,0.00,0.00
1.00,0.10,259.00,279.50,-0.30,-180.70,0.00,0.40,474.70,460.20,0.30,180.70
1.00,9.30,347.70,335.80,0.00,0.00,0.00,5.40,335.60,430.10,-2.80,-36.60
0.00,8.20,302.60,305.30,0.00,0.00,1.00,0.60,249.20,310.00,0.30,-67.40
0.00,0.30,368.10,377.40,-0.30,67.40,1.00,1.40,157.40,297.00,0.00,0.00
0.00,8.90,293.20,476.00,0.00,0.00,1.00,7.20,247.30,306.20,0.00,0.00
0.00,6.50,272.80,423.10,0.20,-53.30,1.00,6.50,324.40,435.90,0.00,0.00
0.00,1.10,185.00,263.50,0.00,0.00,1.00,6.30,265.90,476.40,-0.20,53.30
0.00,0.20,164.80,280.00,-0.74,-116.22,1.00,4.80,328.90,455.30,0.74,116.22
0.00,7.70,246.30,421.70,-0.74,-116.22,1.00,1.20,162.80,265.10,0.74,116.22
0.00,8.00,281.30,328.10,-0.74,-116.22,1.00,1.00,301.30,380.70,0.74,116.22
0.00,2.50,148.30,168.20,-0.74,-116.22,1.00,6.50,233.70,282.10,0.74,116.22
0.00,0.10,181.60,163.10,-0.74,-116.22,1.00,8.70,583.00,559.00,0.74,116.22
1.00,1.70,250.10,259.30,-4.90,-134.30,0.00,6.40,282.00,448.10,0.00,0.00
1.00,5.80,254.50,381.20,0.00,0.00,0.00,6.40,238.00,264.30,0.00,0.00
1.00,0.40,249.50,287.90,-0.10,-14.50,0.00,1.40,211.30,230.20,0.00,0.00
1.00,5.30,331.80,467.20,0.00,0.00,0.00,0.50,253.30,302.40,0.10,14.50
1.00,7.60,338.70,359.70,0.00,0.00,0.00,6.60,316.50,393.60,4.90,134.30
1.00,1.30,227.00,259.60,-0.20,7.80,0.00,6.30,247.70,403.50,-0.10,-11.30
1.00,7.20,276.40,341.20,-0.20,7.80,0.00,0.70,303.00,267.20,-0.40,-71.70
1.00,5.00,339.40,407.10,-2.20,-14.40,0.00,1.00,173.00,241.50,0.20,-7.80
1.00,6.40,289.00,414.80,0.10,11.30,0.00,7.90,260.40,343.70,0.20,-7.80
1.00,1.10,348.20,338.90,0.40,71.70,0.00,7.20,379.70,421.50,2.20,14.40
0.00,6.50,343.60,304.40,-0.62,18.16,1.00,8.40,420.70,443.10,0.62,-18.16
0.00,7.20,292.20,423.90,-0.62,18.16,1.00,1.00,238.90,255.60,0.62,-18.16
0.00,1.60,184.00,259.70,-0.62,18.16,1.00,5.60,283.30,392.10,0.62,-18.16
0.00,4.60,317.90,417.00,-0.62,18.16,1.00,0.50,345.10,327.40,0.62,-18.16
0.00,0.60,317.00,401.30,-0.62,18.16,1.00,8.10,415.40,297.30,0.62,-18.16
0.00,0.70,255.40,315.40,0.40,-114.60,1.00,6.10,257.30,380.90,0.80,58.90
0.00,1.90,231.40,287.70,-0.10,15.25,1.00,6.20,301.40,331.10,0.10,-15.25
0.00,5.70,383.10,271.50,-0.10,15.25,1.00,8.90,323.80,482.60,1.00,-22.90
0.00,7.90,296.70,505.50,-1.00,22.90,1.00,1.60,231.40,197.60,0.10,-15.25
0.00,5.30,219.80,322.00,-0.80,-58.90,1.00,0.30,414.40,430.00,-0.40,114.60
0.00,5.20,217.40,426.30,-2.20,-0.30,1.00,1.50,187.30,240.50,-0.15,8.15
0.00,8.70,356.70,520.10,4.20,148.50,1.00,8.30,327.30,360.70,-0.15,8.15
0.00,8.40,285.00,335.30,0.15,-8.15,1.00,7.40,293.20,426.60,2.20,0.30
0.00,1.70,211.20,249.60,0.15,-8.15,1.00,4.50,237.20,371.60,-4.20,-148.50
0.00,1.20,380.80,395.80,0.70,0.50,1.00,0.50,251.80,395.30,-0.70,-0.50
1.00,8.50,447.90,383.10,0.00,0.00,0.00,5.40,296.90,345.40,0.00,0.00
1.00,1.70,261.10,291.30,0.00,0.00,0.00,7.20,251.50,317.50,0.00,0.00
1.00,8.00,345.20,507.30,0.00,0.00,0.00,1.10,143.60,202.30,0.00,0.00
1.00,4.90,213.10,378.60,0.00,0.00,0.00,1.00,314.20,364.80,0.00,0.00
1.00,1.10,335.50,389.90,0.00,0.00,0.00,6.80,297.30,465.90,0.00,0.00
0.00,7.80,329.90,287.30,-0.34,-24.20,1.00,8.70,285.80,296.80,0.34,24.20
0.00,6.00,218.80,361.60,-0.34,-24.20,1.00,1.20,162.00,263.80,0.34,24.20
0.00,8.40,293.40,451.70,-0.34,-24.20,1.00,8.70,321.40,484.50,0.34,24.20
0.00,0.50,257.70,313.50,-0.34,-24.20,1.00,0.40,286.10,341.80,0.34,24.20
0.00,1.60,174.40,308.20,-0.34,-24.20,1.00,7.00,424.40,456.40,0.34,24.20
1.00,7.40,423.60,489.30,1.50,90.00,0.00,1.40,262.30,294.00,0.00,0.00
1.00,1.00,241.70,281.30,0.00,0.00,0.00,5.90,270.00,399.30,-1.50,-90.00
1.00,6.10,319.00,277.90,0.00,0.00,0.00,6.50,291.90,401.20,0.00,0.00
1.00,0.30,375.40,390.90,-0.40,-13.10,0.00,7.40,324.60,302.80,0.00,0.00
1.00,7.30,276.60,438.90,0.00,0.00,0.00,0.70,326.30,404.00,0.40,13.10
0.00,7.70,255.00,406.80,-0.20,-36.52,1.00,8.40,303.30,492.40,0.20,36.52
0.00,0.20,279.60,329.10,-0.20,-36.52,1.00,6.20,283.60,266.70,0.20,36.52
0.00,7.80,277.30,280.30,-0.20,-36.52,1.00,1.10,187.70,246.30,0.20,36.52
0.00,6.10,290.70,401.50,-0.20,-36.52,1.00,0.30,416.20,441.80,0.20,36.52
0.00,0.40,254.10,288.00,-0.20,-36.52,1.00,7.20,308.90,441.10,0.20,36.52
1.00,2.00,398.00,464.10,1.70,38.80,0.00,0.30,416.90,425.30,-1.70,-38.80
1.00,6.70,272.80,449.50,1.60,25.30,0.00,5.30,320.70,422.40,0.00,0.00
1.00,7.40,331.30,336.10,0.00,0.00,0.00,5.10,237.90,424.20,-1.60,-25.30
1.00,1.90,178.00,235.50,0.00,0.00,0.00,6.40,372.10,356.70,0.00,0.00
1.00,6.10,263.90,348.70,0.00,0.00,0.00,2.00,283.00,307.00,0.00,0.00
1.00,6.60,365.80,489.80,0.00,0.00,0.00,0.60,286.50,333.50,0.00,0.00
1.00,5.20,195.10,380.20,0.00,0.00,0.00,8.30,328.60,479.90,0.00,0.00
1.00,1.20,169.60,303.20,0.00,0.00,0.00,7.50,305.90,363.50,0.00,0.00
1.00,8.10,335.10,323.40,0.00,0.00,0.00,0.80,178.80,268.70,0.00,0.00
1.00,0.60,227.50,231.60,0.00,0.00,0.00,6.70,247.20,422.80,0.00,0.00
1.00,1.60,208.20,282.00,0.35,4.15,0.00,5.60,253.30,350.00,0.00,0.00
1.00,1.10,295.10,316.60,0.40,-87.10,0.00,1.20,180.10,259.40,-0.35,-4.15
1.00,7.90,306.10,492.40,0.00,0.00,0.00,7.00,336.70,288.30,-0.35,-4.15
1.00,7.20,447.40,538.50,0.00,0.00,0.00,5.90,251.70,417.40,0.00,0.00
1.00,7.30,306.10,274.00,0.35,4.15,0.00,0.70,337.50,403.70,-0.40,87.10
1.00,0.20,339.10,324.00,0.00,0.00,0.00,6.70,235.00,259.90,0.00,0.00
1.00,5.70,242.80,416.60,-2.30,-53.70,0.00,8.90,380.80,497.50,0.50,26.10
1.00,8.00,318.50,329.30,0.00,0.00,0.00,0.60,252.30,346.60,0.00,0.00
1.00,1.40,187.70,308.30,0.00,0.00,0.00,8.00,261.10,470.30,2.30,53.70
1.00,8.40,275.40,471.40,-0.50,-26.10,0.00,0.40,168.70,241.40,0.00,0.00
1.00,1.10,141.20,173.90,-1.30,-83.70,0.00,9.00,399.00,374.20,1.30,83.70
1.00,0.10,280.10,360.80,0.00,-11.60,0.00,1.80,218.20,276.80,1.30,83.70
1.00,9.10,301.50,483.10,0.00,0.00,0.00,7.60,286.60,410.20,0.00,0.00
1.00,7.10,237.10,309.70,-1.30,-83.70,0.00,0.10,407.40,372.40,0.00,11.60
1.00,8.10,308.50,446.60,0.00,0.00,0.00,4.80,244.80,465.00,0.00,0.00
1.00,5.80,307.70,445.40,-0.90,-14.60,0.00,6.50,230.00,251.00,-1.10,-6.55
1.00,0.80,296.20,387.40,0.80,-18.50,0.00,2.50,180.60,332.90,-1.10,-6.55
1.00,9.80,320.60,301.10,1.10,6.55,0.00,7.80,268.40,483.60,0.20,3.80
1.00,1.40,183.50,295.90,1.10,6.55,0.00,6.70,312.40,460.00,0.90,14.60
1.00,7.60,261.00,479.80,-0.20,-3.80,0.00,0.00,303.00,405.90,-0.80,18.50
0.00,7.70,375.70,348.30,0.25,24.05,1.00,6.50,237.30,383.00,0.00,0.00
0.00,7.20,265.20,471.50,-0.40,11.40,1.00,1.40,222.10,283.90,-0.25,-24.05
0.00,1.70,220.00,282.90,0.25,24.05,1.00,7.50,337.00,299.20,-0.25,-24.05
0.00,0.60,314.30,331.30,0.00,0.00,1.00,0.90,394.10,434.50,0.00,0.00
0.00,6.60,327.50,465.00,0.00,0.00,1.00,7.60,326.70,460.10,0.40,-11.40
0.00,7.10,271.80,479.20,-0.30,42.00,1.00,7.40,247.90,428.50,0.10,-63.80
0.00,1.00,173.10,256.60,1.85,-22.10,1.00,7.40,253.20,437.20,0.30,-42.00
0.00,8.80,297.00,307.60,1.85,-22.10,1.00,6.00,252.90,303.50,-1.85,22.10
0.00,7.30,270.50,492.30,-0.10,63.80,1.00,0.10,199.20,304.90,-1.85,22.10
0.00,0.30,387.40,413.10,-0.10,76.50,1.00,0.40,263.50,336.60,0.10,-76.50
1.00,0.40,484.80,319.70,0.00,0.00,0.00,7.10,290.80,384.10,0.00,0.00
1.00,6.50,380.30,492.20,0.00,0.00,0.00,8.20,602.80,554.80,0.00,0.00
1.00,1.80,242.30,276.20,0.00,0.00,0.00,0.20,280.70,261.30,0.00,0.00
1.00,5.80,262.20,278.50,0.00,0.00,0.00,7.20,310.00,303.30,0.00,0.00
